IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
29105;18/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;142000;Si;No;Celular;4;No
30830;19/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;142000;Si;No;Emailing;0;No
38666;23/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;142000;Si;No;Emailing;0;No
44087;28/4/1976;Trabajador Dependiente;Casado;Enseñanza Media;No;142000;Si;No;Celular;0;No
44480;29/4/1977;Obrero;Casado;Enseñanza Media;No;142000;Si;Si;Celular;0;No
10409;4/4/1964;Obrero;Casado;Enseñanza Media;No;141000;No;No;Celular;0;No
15273;8/4/1968;Obrero;Casado;Enseñanza Media;No;141000;Si;Si;Celular;0;No
26685;17/4/1966;Obrero;Casado;Enseñanza Media;No;141000;Si;No;Celular;0;No
4087;27/3/1956;Trabajador Dependiente;Casado;Enseñanza Media;No;140000;Si;No;Celular;0;No
14707;8/4/1968;Trabajador Independiente;Casado;Enseñanza Media;No;140000;Si;No;Celular;0;No
19650;12/4/1962;Obrero;Casado;Enseñanza Media;No;140000;Si;No;Celular;2;No
19831;12/4/1962;Obrero;Casado;Enseñanza Media;No;140000;Si;No;Celular;0;No
20147;12/4/1962;Obrero;Casado;Enseñanza Media;No;140000;Si;No;Celular;0;No
21890;14/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;140000;No;No;Celular;0;No
24057;15/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;140000;No;No;Celular;0;No
24927;16/4/1966;Obrero;Casado;Enseñanza Media;No;140000;Si;Si;Celular;0;No
2547;25/3/1968;Obrero;Casado;Enseñanza Media;No;139000;No;No;Celular;0;No
4920;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;139000;No;No;Celular;0;No
5429;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;139000;Si;No;Emailing;0;No
5577;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;139000;No;No;Celular;0;No
7394;31/3/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;139000;Si;No;Celular;0;No
18132;11/4/1971;Obrero;Casado;Enseñanza Media;No;139000;Si;No;Celular;0;No
24834;16/4/1967;Obrero;Casado;Enseñanza Media;No;139000;Si;No;Celular;0;No
27258;17/4/1968;Obrero;Casado;Enseñanza Media;No;139000;Si;No;Celular;0;No
32162;20/4/1971;Obrero;Casado;Enseñanza Media;No;139000;Si;Si;Celular;5;No
32288;20/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;139000;Si;Si;Celular;0;No
34338;21/4/1972;Obrero;Casado;Enseñanza Media;No;139000;Si;Si;Celular;0;No
16217;9/4/1969;Obrero;Casado;Enseñanza Media;No;138000;Si;No;Celular;0;No
20191;12/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;138000;Si;No;Emailing;0;No
23038;14/4/1966;Obrero;Casado;Enseñanza Media;No;138000;No;No;Celular;0;No
23932;15/4/1967;Trabajador Independiente;Casado;Enseñanza Media;No;138000;No;No;Emailing;0;No
26540;17/4/1969;Obrero;Casado;Enseñanza Media;No;138000;Si;No;Celular;0;No
28182;17/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;138000;Si;No;Celular;0;No
13052;6/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;137000;No;No;Emailing;0;No
13556;7/4/1967;Obrero;Casado;Enseñanza Media;No;137000;No;No;Celular;0;No
15296;8/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;137000;Si;No;Emailing;0;No
23390;15/4/1968;Obrero;Casado;Enseñanza Media;No;137000;No;No;Celular;0;No
23405;15/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;137000;Si;No;Celular;0;No
28647;18/4/1971;Obrero;Casado;Enseñanza Media;No;137000;No;Si;Celular;12;No
33985;20/4/1973;Obrero;Casado;Enseñanza Media;No;137000;No;Si;Celular;0;No
34071;20/4/1973;Obrero;Casado;Enseñanza Media;No;137000;Si;No;Celular;0;No
39200;23/4/1976;Trabajador Dependiente;Casado;Enseñanza Media;No;137000;No;No;Celular;0;No
40367;24/4/1977;Obrero;Casado;Enseñanza Media;No;137000;Si;No;Celular;3;No
1946;25/3/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;136000;No;No;Celular;0;No
7052;31/3/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;136000;No;No;Emailing;0;No
7099;31/3/1960;Obrero;Casado;Enseñanza Media;No;136000;Si;No;Celular;0;No
10368;4/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;136000;No;Si;Celular;0;No
12881;6/4/1966;Obrero;Casado;Enseñanza Media;No;136000;Si;No;Celular;0;No
26526;17/4/1971;Obrero;Casado;Enseñanza Media;No;136000;Si;No;Celular;0;No
26839;17/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;136000;No;No;Emailing;0;No
35793;21/4/1975;Obrero;Casado;Enseñanza Media;No;136000;No;No;Celular;3;No
37039;22/4/1976;Obrero;Casado;Enseñanza Media;No;136000;No;No;Celular;1;No
39589;23/4/1977;Obrero;Casado;Enseñanza Media;No;136000;No;No;Celular;0;No
2217;25/3/1964;Obrero;Casado;Enseñanza Media;No;135000;Si;No;Celular;0;No
8603;2/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;135000;No;No;Celular;0;No
18238;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;135000;Si;No;Emailing;0;No
31596;19/4/1974;Trabajador Dependiente;Casado;Enseñanza Media;No;135000;Si;No;Celular;0;No
33240;20/4/1975;Obrero;Casado;Enseñanza Media;No;135000;Si;No;Celular;2;No
34523;21/4/1976;Obrero;Casado;Enseñanza Media;No;135000;Si;No;Celular;0;No
40955;24/4/1979;Obrero;Casado;Enseñanza Media;No;135000;Si;No;Celular;0;No
10943;4/4/1964;Obrero;Casado;Enseñanza Media;No;134000;Si;Si;Celular;0;No
11655;5/4/1965;Obrero;Casado;Enseñanza Media;No;134000;No;No;Celular;0;No
24049;15/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;134000;No;No;Celular;0;No
26894;17/4/1964;Obrero;Casado;Enseñanza Media;No;134000;No;No;Celular;0;No
27067;17/4/1964;Obrero;Casado;Enseñanza Media;No;134000;No;No;Celular;0;No
39288;23/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;134000;Si;No;Celular;0;No
41323;25/4/1972;Obrero;Casado;Enseñanza Media;No;134000;Si;No;Celular;0;No
15093;8/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;133000;No;No;Celular;0;No
16645;9/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;133000;No;No;Celular;0;No
23627;15/4/1963;Trabajador Dependiente;Casado;Enseñanza Media;No;133000;Si;No;Emailing;0;No
42900;26/4/1974;Trabajador Dependiente;Casado;Enseñanza Media;No;133000;Si;Si;Emailing;0;No
16681;9/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;4;No
16966;10/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;3;No
17294;10/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;1;No
17406;10/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;0;No
18540;11/4/1971;Obrero;Casado;Enseñanza Media;No;132000;Si;No;Celular;0;No
26135;16/4/1965;Obrero;Casado;Enseñanza Media;No;132000;No;No;Celular;0;No
34713;21/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;Si;Si;Emailing;0;No
37047;22/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;1;No
42378;26/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;No;No;Celular;0;No
42923;26/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;132000;Si;No;Emailing;0;No
5336;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;Si;No;Emailing;0;No
6289;30/3/1959;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;No;No;Celular;0;No
11614;5/4/1965;Obrero;Casado;Enseñanza Media;No;131000;Si;No;Celular;0;No
12410;6/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;No;No;Celular;0;No
13873;7/4/1967;Obrero;Casado;Enseñanza Media;No;131000;Si;No;Celular;0;No
25598;16/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;No;No;Celular;0;No
25815;16/4/1966;Obrero;Casado;Enseñanza Media;No;131000;Si;No;Celular;0;No
27949;17/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;Si;No;Celular;0;No
31518;19/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;131000;No;No;Celular;0;No
36325;22/4/1972;Trabajador Independiente;Casado;Enseñanza Media;No;131000;Si;No;Celular;1;No
38526;23/4/1973;Trabajador Independiente;Casado;Enseñanza Media;No;131000;Si;No;Emailing;0;No
41312;25/4/1975;Obrero;Casado;Enseñanza Media;No;131000;Si;No;Celular;0;No
13504;7/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;Si;130000;No;No;Celular;0;No
14335;7/4/1967;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;1;No
15194;8/4/1968;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;0;No
16379;9/4/1969;Obrero;Casado;Enseñanza Media;No;130000;Si;Si;Celular;0;No
16826;10/4/1970;Obrero;Casado;Enseñanza Media;No;130000;No;No;Celular;3;No
17310;10/4/1970;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;1;No
18291;11/4/1971;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;0;No
18424;11/4/1971;Obrero;Casado;Enseñanza Media;No;130000;No;No;Celular;0;No
21930;14/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;130000;Si;Si;Celular;0;No
23003;14/4/1965;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;0;No
30343;19/4/1970;Obrero;Casado;Enseñanza Media;No;130000;No;Si;Celular;0;No
36162;21/4/1972;Obrero;Casado;Enseñanza Media;No;130000;Si;No;Celular;0;No
14590;8/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;129000;Si;No;Celular;1;No
14982;8/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;129000;Si;No;Celular;0;No
16230;9/4/1969;Obrero;Casado;Enseñanza Media;No;129000;Si;Si;Celular;0;No
18917;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;Si;129000;No;No;Celular;0;No
24664;15/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;129000;Si;No;Celular;0;No
27508;17/4/1969;Obrero;Casado;Enseñanza Media;No;129000;Si;No;Celular;0;No
30819;19/4/1971;Obrero;Casado;Enseñanza Media;No;129000;Si;No;Celular;0;No
34177;21/4/1973;Obrero;Casado;Enseñanza Media;No;129000;Si;No;Celular;0;No
38393;23/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;129000;Si;No;Emailing;0;No
3579;27/3/1956;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;No;No;Fono Particular;0;No
5681;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;No;No;Celular;0;No
9268;3/4/1963;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;No;No;Celular;0;No
14726;8/4/1968;Obrero;Casado;Enseñanza Media;No;128000;No;Si;Celular;0;No
17114;10/4/1970;Obrero;Casado;Enseñanza Media;Si;128000;Si;No;Celular;0;No
17187;10/4/1970;Obrero;Casado;Enseñanza Media;No;128000;Si;No;Fono Particular;0;No
18105;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;No;No;Celular;0;No
18210;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;Si;No;Emailing;0;No
26439;16/4/1969;Obrero;Casado;Enseñanza Media;No;128000;Si;No;Fono Particular;0;No
29193;18/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;128000;Si;No;Celular;0;No
38576;23/4/1976;Obrero;Casado;Enseñanza Media;No;128000;Si;No;Celular;0;No
43238;27/4/1980;Obrero;Casado;Enseñanza Media;No;128000;No;No;Celular;0;No
5641;29/3/1958;Trabajador Dependiente;Casado;Enseñanza Media;No;127000;Si;No;Fono Particular;0;No
11793;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;127000;No;No;Celular;0;No
41792;25/4/1979;Obrero;Casado;Enseñanza Media;No;127000;Si;Si;Celular;0;No
43089;27/4/1981;Obrero;Casado;Enseñanza Media;No;127000;Si;Si;Celular;0;No
4830;28/3/1957;Obrero;Casado;Enseñanza Media;No;126000;No;No;Celular;0;No
11616;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;126000;Si;Si;Emailing;0;No
13620;7/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;126000;No;No;Emailing;0;No
24909;16/4/1971;Trabajador Independiente;Casado;Enseñanza Media;No;126000;No;Si;Celular;0;No
29277;18/4/1973;Obrero;Casado;Enseñanza Media;No;126000;Si;No;Celular;0;No
29429;18/4/1973;Trabajador Dependiente;Casado;Enseñanza Media;No;126000;Si;No;Celular;0;No
35715;21/4/1976;Obrero;Casado;Enseñanza Media;No;126000;Si;Si;Celular;0;No
6569;31/3/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
9004;2/4/1962;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
11902;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;125000;No;No;Celular;0;No
13233;6/4/1966;Obrero;Casado;Enseñanza Media;No;125000;No;No;Celular;0;No
13757;7/4/1967;Obrero;Casado;Enseñanza Media;No;125000;Si;Si;Celular;0;No
19606;12/4/1959;Trabajador Dependiente;Casado;Enseñanza Media;No;125000;No;No;Celular;0;No
21699;13/4/1960;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;1;No
22966;14/4/1961;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
26283;16/4/1963;Obrero;Casado;Enseñanza Media;No;125000;No;No;Celular;0;No
36475;22/4/1969;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;2;No
38717;23/4/1970;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
40883;24/4/1971;Obrero;Casado;Enseñanza Media;No;125000;Si;No;Celular;0;No
11228;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;No;Si;Celular;0;No
19733;12/4/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;Si;No;Celular;0;No
23236;14/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;Si;No;Celular;0;No
31898;19/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;Si;No;Fono Particular;2;No
39076;23/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;124000;No;No;Fono Particular;0;No
1151;23/3/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;123000;No;No;Celular;0;No
4311;28/3/1957;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;No;Emailing;0;No
5289;29/3/1958;Jubilado;Casado;Enseñanza Media;No;123000;No;No;Celular;0;No
9996;3/4/1963;Obrero;Casado;Enseñanza Media;No;123000;Si;No;Celular;0;No
13136;6/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;123000;No;No;Celular;0;No
13509;7/4/1967;Obrero;Casado;Enseñanza Media;No;123000;No;No;Celular;0;No
21620;13/4/1962;Obrero;Casado;Enseñanza Media;No;123000;Si;No;Celular;3;No
22762;14/4/1963;Obrero;Casado;Enseñanza Media;No;123000;No;No;Celular;0;No
22833;14/4/1963;Obrero;Casado;Enseñanza Media;No;123000;Si;No;Celular;0;No
23126;14/4/1963;Obrero;Casado;Enseñanza Media;No;123000;Si;No;Celular;0;No
23440;15/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;123000;Si;Si;Fono Particular;0;No
30234;19/4/1968;Obrero;Casado;Enseñanza Media;No;123000;Si;No;Celular;0;No
39850;23/4/1972;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;Si;Emailing;5;No
40150;24/4/1973;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;Si;Celular;3;No
40418;24/4/1973;Trabajador Dependiente;Casado;Enseñanza Media;No;123000;No;Si;Celular;0;No
40604;24/4/1973;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;Si;Celular;1;No
41575;25/4/1974;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;Si;Fono Particular;0;No
9135;2/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;No;Si;Celular;0;No
13935;7/4/1967;Obrero;Casado;Enseñanza Media;No;122000;No;No;Celular;7;No
14374;7/4/1967;Obrero;Casado;Enseñanza Media;No;122000;No;No;Celular;0;No
16309;9/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;No;No;Celular;0;No
16888;10/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;Si;No;Celular;0;No
28751;18/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;Si;No;Celular;0;No
36417;22/4/1972;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;Si;No;Celular;1;No
38588;23/4/1973;Trabajador Dependiente;Casado;Enseñanza Media;No;122000;Si;No;Emailing;0;No
74;2/3/1945;Jubilado;Casado;Enseñanza Media;No;121000;No;No;Fono Particular;0;No
4851;28/3/1957;Obrero;Casado;Enseñanza Media;No;121000;No;No;Celular;0;No
9211;2/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;121000;Si;No;Celular;0;No
19261;12/4/1963;Obrero;Casado;Enseñanza Media;No;121000;Si;No;Celular;5;No
19794;12/4/1963;Trabajador Dependiente;Casado;Enseñanza Media;No;121000;Si;No;Celular;1;No
19918;12/4/1963;Trabajador Dependiente;Casado;Enseñanza Media;No;121000;Si;No;Emailing;0;No
23380;15/4/1966;Obrero;Casado;Enseñanza Media;No;121000;Si;Si;Celular;0;No
24236;15/4/1966;Obrero;Casado;Enseñanza Media;No;121000;Si;Si;Celular;2;No
25015;16/4/1967;Obrero;Casado;Enseñanza Media;No;121000;Si;Si;Celular;0;No
25164;16/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;121000;No;No;Celular;0;No
25811;16/4/1967;Obrero;Casado;Enseñanza Media;No;121000;Si;No;Celular;0;No
44151;28/4/1979;Trabajador Dependiente;Casado;Enseñanza Media;No;121000;Si;No;Celular;3;No
5296;29/3/1958;Jubilado;Casado;Enseñanza Media;No;120000;No;No;Celular;0;No
12299;6/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;120000;Si;No;Fono Particular;11;No
13642;7/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;120000;Si;No;Emailing;0;No
13880;7/4/1967;Obrero;Casado;Enseñanza Media;No;120000;Si;Si;Celular;3;No
15247;8/4/1968;Obrero;Casado;Enseñanza Media;No;120000;Si;Si;Celular;0;No
18645;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;120000;Si;No;Celular;0;No
19617;12/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;120000;No;Si;Celular;0;No
28890;18/4/1970;Obrero;Casado;Enseñanza Media;No;120000;Si;No;Celular;1;No
29735;18/4/1970;Obrero;Casado;Enseñanza Media;No;120000;Si;No;Celular;0;No
30727;19/4/1971;Obrero;Casado;Enseñanza Media;No;120000;Si;No;Celular;0;No
34496;21/4/1973;Obrero;Casado;Enseñanza Media;No;120000;Si;Si;Celular;0;No
5644;29/3/1958;Jubilado;Casado;Enseñanza Media;No;119000;No;Si;Celular;0;No
10228;4/4/1964;Obrero;Casado;Enseñanza Media;No;119000;Si;No;Celular;0;No
13357;7/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;119000;No;Si;Celular;0;No
25353;16/4/1969;Trabajador Independiente;Casado;Enseñanza Media;No;119000;No;No;Celular;0;No
36076;21/4/1974;Obrero;Casado;Enseñanza Media;No;119000;No;No;Celular;0;No
38658;23/4/1976;Obrero;Casado;Enseñanza Media;No;119000;Si;No;Celular;0;No
42981;26/4/1979;Trabajador Dependiente;Casado;Enseñanza Media;No;119000;Si;No;Celular;0;No
8225;1/4/1961;Trabajador Dependiente;Casado;Enseñanza Media;No;118000;No;No;Celular;0;No
13308;7/4/1967;Obrero;Casado;Enseñanza Media;No;118000;Si;No;Celular;0;No
35896;21/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;118000;Si;No;Celular;0;No
16940;10/4/1970;Obrero;Casado;Enseñanza Media;No;117000;Si;No;Celular;1;No
17365;10/4/1970;Obrero;Casado;Enseñanza Media;No;117000;Si;No;Fono Particular;1;No
18518;11/4/1971;Obrero;Casado;Enseñanza Media;No;117000;Si;No;Celular;0;No
21853;14/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;117000;Si;No;Celular;0;No
24693;15/4/1970;Obrero;Casado;Enseñanza Media;No;117000;Si;No;Celular;1;No
25118;16/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;117000;No;No;Celular;0;No
26455;16/4/1971;Obrero;Casado;Enseñanza Media;No;117000;Si;No;Celular;0;No
11683;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;116000;Si;No;Fono Particular;0;No
12815;6/4/1966;Obrero;Casado;Enseñanza Media;No;116000;Si;No;Celular;0;No
21592;13/4/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;116000;No;No;Celular;0;No
29944;18/4/1965;Trabajador Independiente;Casado;Enseñanza Media;No;116000;No;No;Emailing;0;No
38267;23/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;116000;Si;No;Celular;0;No
43775;27/4/1974;Trabajador Dependiente;Casado;Enseñanza Media;No;116000;No;No;Celular;0;No
14671;8/4/1968;Obrero;Casado;Enseñanza Media;No;115000;No;No;Celular;0;No
18856;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;115000;Si;Si;Celular;2;No
19503;12/4/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;115000;Si;Si;Celular;0;No
26142;16/4/1964;Obrero;Casado;Enseñanza Media;No;115000;Si;Si;Celular;0;No
27110;17/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;115000;No;No;Emailing;0;No
43236;27/4/1975;Obrero;Casado;Enseñanza Media;No;115000;Si;No;Celular;0;No
10562;4/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;114000;No;No;Celular;0;No
20010;12/4/1961;Obrero;Casado;Enseñanza Media;No;114000;Si;No;Celular;0;No
26934;17/4/1966;Trabajador Dependiente;Casado;Enseñanza Media;No;114000;Si;Si;Emailing;0;No
33744;20/4/1969;Trabajador Dependiente;Casado;Enseñanza Media;No;114000;No;Si;Emailing;0;No
38215;23/4/1972;Trabajador Dependiente;Casado;Enseñanza Media;No;114000;No;No;Celular;0;No
5564;29/3/1958;Obrero;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
7803;1/4/1961;Obrero;Casado;Enseñanza Media;No;113000;Si;Si;Celular;0;No
8756;2/4/1962;Trabajador Dependiente;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
11230;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;113000;Si;Si;Celular;0;No
11707;5/4/1965;Obrero;Casado;Enseñanza Media;No;113000;Si;No;Celular;5;No
11999;5/4/1965;Obrero;Casado;Enseñanza Media;No;113000;No;No;Celular;0;No
19570;12/4/1962;Obrero;Casado;Enseñanza Media;No;113000;No;No;Celular;0;No
20525;13/4/1963;Trabajador Dependiente;Casado;Enseñanza Media;No;113000;Si;No;Emailing;0;No
23736;15/4/1965;Obrero;Casado;Enseñanza Media;No;113000;No;No;Celular;0;No
31856;19/4/1969;Obrero;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
34660;21/4/1971;Obrero;Casado;Enseñanza Media;No;113000;Si;Si;Celular;0;No
36266;22/4/1972;Obrero;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
36668;22/4/1972;Trabajador Dependiente;Casado;Enseñanza Media;No;113000;Si;No;Celular;0;No
10370;4/4/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;112000;No;No;Celular;0;No
11896;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;112000;No;No;Celular;0;No
35494;21/4/1972;Obrero;Casado;Enseñanza Media;No;112000;Si;No;Celular;1;No
6086;30/3/1959;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;No;No;Celular;0;No
6847;31/3/1960;Obrero;Casado;Enseñanza Media;No;111000;Si;No;Celular;2;No
7142;31/3/1960;Obrero;Casado;Enseñanza Media;No;111000;Si;No;Celular;0;No
7178;31/3/1960;Obrero;Casado;Enseñanza Media;No;111000;No;No;Celular;0;No
10039;3/4/1963;Trabajador Independiente;Casado;Enseñanza Media;No;111000;No;No;Celular;0;No
14039;7/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;No;No;Celular;0;No
14666;8/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;Si;No;Celular;0;No
21608;13/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;Si;No;Celular;0;No
25364;16/4/1968;Trabajador Independiente;Casado;Enseñanza Media;No;111000;No;No;Celular;0;No
39055;23/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;No;Si;Celular;1;No
40976;24/4/1976;Trabajador Dependiente;Casado;Enseñanza Media;No;111000;No;Si;Celular;0;No
15244;8/4/1968;Obrero;Casado;Enseñanza Media;No;110000;Si;No;Celular;0;No
24164;15/4/1968;Trabajador Dependiente;Casado;Enseñanza Media;No;110000;No;No;Celular;0;No
27586;17/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;110000;Si;Si;Celular;0;No
28188;17/4/1970;Trabajador Dependiente;Casado;Enseñanza Media;No;110000;Si;No;Fono Particular;0;No
41277;25/4/1978;Obrero;Casado;Enseñanza Media;No;110000;Si;No;Celular;0;No
44416;29/4/1982;Trabajador Dependiente;Casado;Enseñanza Media;Si;110000;Si;No;Emailing;0;No
6626;31/3/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;No;No;Fono Particular;1;No
6883;31/3/1960;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;No;No;Fono Particular;0;No
11381;5/4/1965;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;No;Si;Celular;0;No
29721;18/4/1972;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;Si;No;Emailing;0;No
33513;20/4/1974;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;Si;No;Emailing;0;No
34749;21/4/1975;Trabajador Dependiente;Casado;Enseñanza Media;No;109000;Si;No;Emailing;0;No
44252;28/4/1982;Obrero;Casado;Enseñanza Media;No;109000;Si;No;Celular;0;No
1912;25/3/1964;Trabajador Dependiente;Casado;Enseñanza Media;No;108000;No;No;Celular;0;No
3960;27/3/1956;Obrero;Casado;Enseñanza Media;No;108000;No;No;Celular;0;No
7706;1/4/1961;Trabajador Dependiente;Casado;Enseñanza Media;No;108000;Si;No;Emailing;0;No
18157;11/4/1971;Obrero;Casado;Enseñanza Media;No;108000;Si;No;Fono Particular;0;No
19057;11/4/1971;Trabajador Dependiente;Casado;Enseñanza Media;No;108000;Si;Si;Celular;7;No
20118;12/4/1967;Trabajador Dependiente;Casado;Enseñanza Media;No;108000;Si;Si;Emailing;0;No
